date,volatility_state,trend_state,participation_state,volume_state,raw_regime,is_canonical,distance,confirmed_regime,days_in_regime,provisional_regime,provisional_days,regime_confirmed
2019-11-28,Moderate,Mild Up,Broad,Normal,Quiet Rotation,False,0.1875,Recovery,14,Quiet Rotation,1,False
2019-11-29,Moderate,Mild Up,Broad,Normal,Quiet Rotation,False,0.1875,Recovery,15,Quiet Rotation,2,False
2019-12-02,Moderate,Mild Up,Healing,Foreign-Led,Melt-Up,False,0.1125,Recovery,16,Melt-Up,1,False
2019-12-03,Moderate,Mild Up,Healing,Foreign-Led,Melt-Up,False,0.1125,Recovery,17,Melt-Up,2,False
2019-12-04,Moderate,Mild Up,Healing,Foreign-Led,Melt-Up,False,0.1125,Recovery,18,Melt-Up,3,False
2019-12-05,Moderate,Mild Up,Healing,Foreign-Led,Melt-Up,False,0.1125,Recovery,19,Melt-Up,4,False
2019-12-06,High Decelerating,Mild Up,Healing,Foreign-Led,Recovery,False,0.1,Recovery,20,,0,False
2019-12-09,High Decelerating,Mild Up,Healing,Foreign-Led,Recovery,False,0.1,Recovery,21,,0,False
2019-12-10,High Decelerating,Flat,Healing,Foreign-Led,Recovery,False,0.1625,Recovery,22,,0,False
2019-12-11,High Decelerating,Mild Up,Healing,Foreign-Led,Recovery,False,0.1,Recovery,23,,0,False
2019-12-12,High Decelerating,Mild Up,Healing,Foreign-Led,Recovery,False,0.1,Recovery,24,,0,False
2019-12-13,High Decelerating,Mild Up,Healing,Foreign-Led,Recovery,False,0.1,Recovery,25,,0,False
2019-12-16,Moderate,Mild Up,Healing,Strong Support,Melt-Up,False,0.1125,Recovery,26,Melt-Up,1,False
2019-12-17,Moderate,Mild Up,Healing,Strong Support,Melt-Up,False,0.1125,Recovery,27,Melt-Up,2,False
2019-12-18,Moderate,Mild Up,Healing,Strong Support,Melt-Up,False,0.1125,Recovery,28,Melt-Up,3,False
2019-12-19,Low Stable,Mild Up,Healing,Strong Support,Melt-Up,False,0.1125,Recovery,29,Melt-Up,4,False
2019-12-20,Low Stable,Mild Up,Broad,Strong Support,Goldilocks,True,0.0,Recovery,30,Goldilocks,1,False
2019-12-23,Low Stable,Mild Up,Divergent,Strong Support,Goldilocks,False,0.125,Recovery,31,Goldilocks,2,False
2019-12-24,Low Stable,Mild Up,Broad,Strong Support,Goldilocks,True,0.0,Recovery,32,Goldilocks,3,False
2019-12-26,Low Stable,Mild Up,Divergent,Strong Support,Goldilocks,False,0.125,Recovery,33,Goldilocks,4,False
2019-12-27,Low Stable,Mild Up,Divergent,Foreign-Led,Goldilocks,False,0.125,Goldilocks,5,,0,True
2019-12-30,Low Stable,Mild Up,Broad,Foreign-Led,Goldilocks,True,0.0,Goldilocks,6,,0,False
2019-12-31,Low Stable,Unclassified,Broad,Foreign-Led,Goldilocks,False,0.25,Goldilocks,7,,0,False
2020-01-01,Low Stable,Unclassified,Broad,Foreign-Led,Goldilocks,False,0.25,Goldilocks,8,,0,False
2020-01-02,Low Stable,Mild Up,Broad,Foreign-Led,Goldilocks,True,0.0,Goldilocks,9,,0,False
2020-01-03,Low Stable,Mild Up,Broad,Foreign-Led,Goldilocks,True,0.0,Goldilocks,10,,0,False
2020-01-06,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,11,,0,False
2020-01-07,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,12,,0,False
2020-01-08,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,13,,0,False
2020-01-09,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,14,,0,False
2020-01-10,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,15,,0,False
2020-01-13,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,16,,0,False
2020-01-14,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,17,,0,False
2020-01-15,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,18,,0,False
2020-01-16,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,19,,0,False
2020-01-17,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,20,,0,False
2020-01-20,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,21,,0,False
2020-01-21,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,22,,0,False
2020-01-22,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,23,,0,False
2020-01-23,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,24,,0,False
2020-01-24,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,25,,0,False
2020-01-27,Low Rising,Mild Up,Divergent,Foreign-Led,Melt-Up,False,0.125,Goldilocks,26,Melt-Up,1,False
2020-01-28,Low Rising,Flat,Divergent,Foreign-Led,Quiet Rotation,False,0.15000000000000002,Goldilocks,27,Quiet Rotation,1,False
2020-01-29,Low Rising,Mild Up,Narrowing,Foreign-Led,Melt-Up,True,0.0,Goldilocks,28,Melt-Up,1,False
2020-01-30,Low Rising,Flat,Narrowing,Foreign-Led,Melt-Up,False,0.0625,Goldilocks,29,Melt-Up,2,False
2020-01-31,Low Rising,Flat,Narrowing,Normal,Compression,False,0.05,Goldilocks,30,Compression,1,False
2020-02-01,Moderate,Mild Down,Narrow,Normal,Compression,False,0.1625,Goldilocks,31,Compression,2,False
2020-02-03,Moderate,Mild Down,Narrow,Normal,Compression,False,0.1625,Goldilocks,32,Compression,3,False
2020-02-04,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Goldilocks,33,Melt-Up,1,False
2020-02-05,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Goldilocks,34,Quiet Rotation,1,False
2020-02-06,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Goldilocks,35,Quiet Rotation,2,False
2020-02-07,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Goldilocks,36,Quiet Rotation,3,False
2020-02-10,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Goldilocks,37,Quiet Rotation,4,False
2020-02-11,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,5,,0,True
2020-02-12,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,6,,0,False
2020-02-13,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,7,,0,False
2020-02-14,Moderate,Flat,Divergent,Normal,Quiet Rotation,True,0.0,Quiet Rotation,8,,0,False
2020-02-17,Moderate,Flat,Narrow,Normal,Compression,False,0.1,Quiet Rotation,9,Compression,1,False
2020-02-18,Moderate,Flat,Narrow,Normal,Compression,False,0.1,Quiet Rotation,10,Compression,2,False
2020-02-19,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,11,,0,False
2020-02-20,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Quiet Rotation,12,Melt-Up,1,False
2020-02-24,Moderate,Flat,Broad Sell-Off,Normal,Quiet Rotation,False,0.125,Quiet Rotation,13,,0,False
2020-02-25,Moderate,Flat,Broad Sell-Off,Normal,Quiet Rotation,False,0.125,Quiet Rotation,14,,0,False
2020-02-26,Moderate,Mild Down,Broad Sell-Off,Normal,Volatile Chop,False,0.175,Quiet Rotation,15,Volatile Chop,1,False
2020-02-27,Moderate,Mild Down,Broad Sell-Off,Normal,Volatile Chop,False,0.175,Quiet Rotation,16,Volatile Chop,2,False
2020-02-28,High Stable,Mild Down,Broad Sell-Off,Normal,Crisis,False,0.1125,Crisis,1,,0,True
2020-03-02,High Stable,Mild Down,Broad Sell-Off,Normal,Crisis,False,0.1125,Crisis,2,,0,False
2020-03-03,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,3,,0,False
2020-03-04,High Stable,Mild Down,Broad Sell-Off,Normal,Crisis,False,0.1125,Crisis,4,,0,False
2020-03-05,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,5,,0,False
2020-03-06,High Stable,Mild Down,Broad Sell-Off,Normal,Crisis,False,0.1125,Crisis,6,,0,False
2020-03-09,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,7,,0,False
2020-03-11,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,8,,0,False
2020-03-12,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,9,,0,False
2020-03-13,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,10,,0,False
2020-03-16,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,11,,0,False
2020-03-17,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,12,,0,False
2020-03-18,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,13,,0,False
2020-03-19,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,14,,0,False
2020-03-20,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,15,,0,False
2020-03-23,High Stable,Strong Down,Broad Sell-Off,Normal,Crisis,False,0.05,Crisis,16,,0,False
2020-03-24,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,17,,0,False
2020-03-25,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,18,,0,False
2020-03-26,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,19,,0,False
2020-03-27,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,20,,0,False
2020-03-30,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,21,,0,False
2020-03-31,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,22,,0,False
2020-04-01,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,23,,0,False
2020-04-03,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,24,,0,False
2020-04-07,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,25,,0,False
2020-04-08,High Stable,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,26,,0,False
2020-04-09,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,27,,0,False
2020-04-13,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,28,,0,False
2020-04-15,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,29,,0,False
2020-04-16,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,30,,0,False
2020-04-17,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,31,,0,False
2020-04-20,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,32,,0,False
2020-04-21,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,33,,0,False
2020-04-22,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,34,,0,False
2020-04-23,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,35,,0,False
2020-04-24,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,36,,0,False
2020-04-27,High Chaotic,Strong Down,Broad Sell-Off,Strong Support,Crisis,False,0.2,Crisis,37,,0,False
2020-04-28,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,38,,0,False
2020-04-29,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,39,,0,False
2020-04-30,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,40,,0,False
2020-05-04,High Stable,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,41,,0,False
2020-05-05,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,42,,0,False
2020-05-06,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,43,,0,False
2020-05-07,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,44,,0,False
2020-05-08,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,45,,0,False
2020-05-11,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,46,,0,False
2020-05-12,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,47,,0,False
2020-05-13,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,48,,0,False
2020-05-14,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,49,,0,False
2020-05-15,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,50,,0,False
2020-05-18,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,51,,0,False
2020-05-19,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,52,,0,False
2020-05-20,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,53,,0,False
2020-05-21,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,54,,0,False
2020-05-22,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,55,,0,False
2020-05-26,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,56,,0,False
2020-05-27,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,57,,0,False
2020-05-28,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,58,,0,False
2020-05-29,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,59,,0,False
2020-06-01,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,60,,0,False
2020-06-02,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,61,,0,False
2020-06-03,High Chaotic,Strong Down,Broad Sell-Off,Domestic Absorption,Crisis,False,0.1,Crisis,62,,0,False
2020-06-04,High Chaotic,Strong Down,Divergent,Domestic Absorption,Volatile Chop,False,0.1125,Volatile Chop,1,,0,True
2020-06-05,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,1,,0,True
2020-06-08,High Chaotic,Strong Down,Divergent,Domestic Absorption,Volatile Chop,False,0.1125,Volatile Chop,1,,0,True
2020-06-09,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,1,,0,True
2020-06-10,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,2,,0,False
2020-06-11,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,3,,0,False
2020-06-12,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,4,,0,False
2020-06-15,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,5,,0,False
2020-06-16,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,6,,0,False
2020-06-17,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,7,,0,False
2020-06-18,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,8,,0,False
2020-06-19,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,9,,0,False
2020-06-22,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,10,,0,False
2020-06-23,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,11,,0,False
2020-06-24,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,12,,0,False
2020-06-25,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,13,,0,False
2020-06-26,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,14,,0,False
2020-06-29,High Chaotic,Strong Down,Healing,Domestic Absorption,Crisis,False,0.225,Crisis,15,,0,False
2020-06-30,High Chaotic,Strong Down,Healing,Foreign-Led,Crisis,False,0.275,Crisis,16,,0,False
2020-07-01,High Chaotic,Strong Down,Healing,Foreign-Led,Crisis,False,0.275,Crisis,17,,0,False
2020-07-02,High Chaotic,Strong Down,Broad,Foreign-Led,Volatile Chop,False,0.2875,Volatile Chop,1,,0,True
2020-07-03,High Chaotic,Strong Down,Healing,Foreign-Led,Crisis,False,0.275,Volatile Chop,2,Crisis,1,False
2020-07-06,High Decelerating,Mild Down,Broad,Foreign-Led,Volatile Chop,False,0.275,Volatile Chop,3,,0,False
2020-07-07,Moderate,Mild Down,Broad,Foreign-Led,Goldilocks,False,0.225,Volatile Chop,4,Goldilocks,1,False
2020-07-08,Moderate,Mild Down,Broad,Foreign-Led,Goldilocks,False,0.225,Goldilocks,1,,0,True
2020-07-09,Moderate,Mild Down,Broad,Foreign-Led,Goldilocks,False,0.225,Goldilocks,2,,0,False
2020-07-10,Moderate,Mild Down,Broad,Foreign-Led,Goldilocks,False,0.225,Goldilocks,3,,0,False
2020-07-13,Moderate,Mild Down,Broad,Foreign-Led,Goldilocks,False,0.225,Goldilocks,4,,0,False
2020-07-14,Moderate,Strong Down,Broad,Foreign-Led,Goldilocks,False,0.2875,Goldilocks,5,,0,False
2020-07-15,Moderate,Strong Down,Broad,Foreign-Led,Goldilocks,False,0.2875,Goldilocks,6,,0,False
2020-07-16,Moderate,Mild Down,Broad,Foreign-Led,Goldilocks,False,0.225,Goldilocks,7,,0,False
2020-07-17,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,8,,0,False
2020-07-20,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,9,,0,False
2020-07-21,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,10,,0,False
2020-07-22,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,11,,0,False
2020-07-23,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,12,,0,False
2020-07-24,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,13,,0,False
2020-07-27,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,14,,0,False
2020-07-28,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,15,,0,False
2020-07-29,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,16,,0,False
2020-07-30,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,17,,0,False
2020-07-31,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,18,,0,False
2020-08-03,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,19,,0,False
2020-08-04,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,20,,0,False
2020-08-05,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,21,,0,False
2020-08-06,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,22,,0,False
2020-08-07,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,23,,0,False
2020-08-10,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,24,,0,False
2020-08-11,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,25,,0,False
2020-08-12,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,26,,0,False
2020-08-13,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,27,,0,False
2020-08-14,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,28,,0,False
2020-08-17,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,29,,0,False
2020-08-18,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,30,,0,False
2020-08-19,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,31,,0,False
2020-08-20,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,32,,0,False
2020-08-21,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,33,,0,False
2020-08-24,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,34,,0,False
2020-08-25,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,35,,0,False
2020-08-26,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,36,,0,False
2020-08-27,Low Stable,Mild Up,Broad,Foreign-Led,Goldilocks,True,0.0,Goldilocks,37,,0,False
2020-08-28,Low Stable,Mild Up,Broad,Foreign-Led,Goldilocks,True,0.0,Goldilocks,38,,0,False
2020-08-31,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,39,,0,False
2020-09-01,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,40,,0,False
2020-09-02,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,41,,0,False
2020-09-03,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,42,,0,False
2020-09-04,Moderate,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.1,Goldilocks,43,,0,False
2020-09-07,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,44,,0,False
2020-09-08,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,45,,0,False
2020-09-09,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,46,,0,False
2020-09-10,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,47,,0,False
2020-09-11,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,48,,0,False
2020-09-14,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,49,,0,False
2020-09-15,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,50,,0,False
2020-09-16,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,51,,0,False
2020-09-17,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,52,,0,False
2020-09-18,Low Rising,Mild Up,Broad,Foreign-Led,Goldilocks,False,0.05,Goldilocks,53,,0,False
2020-09-21,Low Rising,Mild Up,Divergent,Foreign-Led,Melt-Up,False,0.125,Goldilocks,54,Melt-Up,1,False
2020-09-22,Low Rising,Mild Up,Divergent,Foreign-Led,Melt-Up,False,0.125,Goldilocks,55,Melt-Up,2,False
2020-09-23,Low Rising,Mild Up,Divergent,Foreign-Led,Melt-Up,False,0.125,Goldilocks,56,Melt-Up,3,False
2020-09-24,Moderate,Flat,Narrowing,Foreign-Led,Melt-Up,False,0.1125,Goldilocks,57,Melt-Up,4,False
2020-09-25,Moderate,Flat,Divergent,Foreign-Led,Quiet Rotation,False,0.1,Goldilocks,58,Quiet Rotation,1,False
2020-09-28,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Goldilocks,59,,0,False
2020-09-29,Moderate,Flat,Divergent,Foreign-Led,Quiet Rotation,False,0.1,Goldilocks,60,Quiet Rotation,1,False
2020-09-30,Moderate,Flat,Narrowing,Normal,Compression,False,0.1,Goldilocks,61,Compression,1,False
2020-10-01,Moderate,Flat,Broad,Normal,Quiet Rotation,False,0.125,Goldilocks,62,Quiet Rotation,1,False
2020-10-05,Moderate,Flat,Broad,Normal,Quiet Rotation,False,0.125,Goldilocks,63,Quiet Rotation,2,False
2020-10-06,Moderate,Mild Up,Broad,Normal,Quiet Rotation,False,0.1875,Goldilocks,64,Quiet Rotation,3,False
2020-10-07,Moderate,Mild Up,Broad,Normal,Quiet Rotation,False,0.1875,Goldilocks,65,Quiet Rotation,4,False
2020-10-08,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,5,,0,True
2020-10-09,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,6,,0,False
2020-10-12,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,7,,0,False
2020-10-13,Moderate,Mild Up,Divergent,Normal,Quiet Rotation,False,0.0625,Quiet Rotation,8,,0,False
2020-10-14,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Quiet Rotation,9,Melt-Up,1,False
2020-10-15,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Quiet Rotation,10,Melt-Up,2,False
2020-10-16,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Quiet Rotation,11,Melt-Up,3,False
2020-10-19,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Quiet Rotation,12,Melt-Up,4,False
2020-10-20,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Melt-Up,5,,0,True
2020-10-21,Moderate,Flat,Narrowing,Normal,Compression,False,0.1,Melt-Up,6,Compression,1,False
2020-10-22,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Melt-Up,7,,0,False
2020-10-23,Moderate,Mild Up,Narrowing,Normal,Melt-Up,False,0.15000000000000002,Melt-Up,8,,0,False
2020-10-26,Moderate,Flat,Narrowing,Normal,Compression,False,0.1,Melt-Up,9,Compression,1,False
2020-10-27,Moderate,Mild Up,Broad,Normal,Quiet Rotation,False,0.1875,Melt-Up,10,Quiet Rotation,1,False
2020-10-28,Moderate,Flat,Narrowing,Normal,Compression,False,0.1,Melt-Up,11,Compression,1,False
2020-10-29,Moderate,Flat,Narrowing,Normal,Compression,False,0.1,Melt-Up,12,Compression,2,False
2020-10-30,Moderate,Flat,Narrowing,Normal,Compression,False,0.1,Melt-Up,13,Compression,3,False
2020-11-02,Moderate,Flat,Narrowing,Foreign-Led,Melt-Up,False,0.1125,Melt-Up,14,,0,False
2020-11-03,Moderate,Flat,Narrowing,Foreign-Led,Melt-Up,False,0.1125,Melt-Up,15,,0,False
2020-11-04,Moderate,Flat,Broad,Foreign-Led,Goldilocks,False,0.1625,Melt-Up,16,Goldilocks,1,False
